  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 365714 6007900     564      209    416    209     11.0       53.0    5.1
 365714 6008295     564      209    374    209      7.3       47.3    3.8
 365923 6007116     564      209    488    209      7.3       63.4    5.2
 365923 6007604     564      209    488    209     11.0       61.1    5.6
 365923 6008063     564      209    431    209      7.3       54.4    4.4
 366132 6006970     564      209    538    209      7.3       70.0    3.7
 366132 6007508     564      209    538    209     11.0       67.2    4.4
 366132 6008009     564      209    465    209      7.3       58.6    3.7
 366340 6006848     564      209    593    209      3.7       77.1    3.8
 366340 6007441     564      209    593    209      7.3       73.1    5.5
 366340 6007983     564      209    492    209      3.7       62.0    4.2
 366549 6007271     564      209    618    209      7.3       80.7    4.7
 366549 6007849     564      209    538    209      3.7       68.1    4.2
 367802 6013505     564      209    170    209     -3.7       20.9    4.3
 367802 6013675     564      209    170    209     -3.7       20.9    5.5
 367802 6013845     564      209    170    209     -3.7       20.9    6.2
 367802 6014014     564      209    170    209     -3.7       21.2    6.0
 367802 6014184     564      209    170    209     -3.7       21.5    5.2
 368010 6013383     564      209    181    209     -3.7       23.0    4.8
 368010 6013563     564      209    181    209     -3.7       22.5    5.7
 368010 6013740     564      209    173    209     -3.7       22.1    6.3
 368010 6013914     564      209    173    209     -3.7       21.8    5.9
 368010 6014087     564      209    173    209     -3.7       21.6    4.9
 368219 6013172     564      209    204    209     -3.7       26.0    3.9
 368219 6013372     564      209    195    209     -3.7       24.9    4.7
 368219 6013563     564      209    187    209     -3.7       23.9    5.3
 368219 6013746     564      209    180    209     -3.7       22.9    5.2
 368219 6013926     564      209    180    209     -3.7       22.1    4.3
 368428 6013353     564      209    211    209     -3.7       26.8    4.1
 368428 6013558     564      209    198    209     -3.7       25.1    4.2
 368428 6013749     564      209    186    209     -3.7       23.6    3.8
 361275 6005499     351      218    157    218      3.7       21.6    5.4
 361275 6005656     351      218    157    218      3.7       21.6    6.8
 361275 6005814     351      218    157    218      3.7       21.9    7.2
 361493 6005275     351      218    174    218      3.7       23.5    6.1
 361493 6005445     351      218    165    218      3.7       23.0    9.3
 361493 6005611     351      218    165    218      3.7       22.8    9.9
 361493 6005776     351      218    165    218      3.7       22.8   11.0
 361493 6005941     351      218    165    218      3.7       22.9   10.5
 361711 6005178     351      218    183    218      3.7       25.5    8.5
 361711 6005361     351      218    183    218      3.7       24.7   10.3
 361711 6005539     351      218    174    218      7.3       24.2    9.6
 361711 6005713     351      218    174    218      7.3       23.9   10.6
 361711 6005887     351      218    174    218      7.3       23.7   10.4
 361711 6006060     351      218    174    218      3.7       23.7   12.3
 361930 6005226     351      218    190    218      3.7       26.5    8.4
 361930 6005416     351      218    190    218      3.7       25.6   11.0
 361930 6005601     351      218    180    218      7.3       25.0   10.1
 361930 6005781     351      218    180    218      7.3       24.5   11.7
 361930 6005961     351      218    180    218      3.7       24.2   14.9
 362148 6005417     351      218    186    218      3.7       26.0    4.2
 362148 6005604     351      218    186    218      3.7       25.2    5.2
 362148 6005786     351      218    177    218      3.7       24.7    8.9
 363021 6007046     351      218    135    218      3.7       18.8   17.3
 363021 6007313     351      218    126    218      3.7       17.5   10.8
 363021 6007562     351      218    119    218      3.7       16.5    3.9
 363240 6006683     351      218    144    218      3.7       20.2    3.7
 363240 6006827     351      218    144    218      3.7       19.9    5.2
 363240 6006971     351      218    144    218      3.7       19.5   19.4
 363240 6007111     351      218    136    218      7.3       18.9   12.5
 363240 6007247     351      218    136    218      7.3       18.3   13.3
 363240 6007379     351      218    128    218      7.3       17.7   12.2
 363240 6007506     351      218    128    218      7.3       17.2    3.8
 363240 6007630     351      218    120    218      3.7       16.7   14.7
 363240 6007751     351      218    120    218      3.7       16.3   11.0
 363240 6007868     351      218    115    218      3.7       16.0    9.2
 363240 6007984     351      218    115    218      3.7       15.9    6.2
 363240 6008099     351      218    115    218      3.7       15.7    4.6
 363458 6006729     351      218    142    218      3.7       20.6    4.5
 363458 6006871     351      218    142    218      7.3       20.4    4.0
 363458 6007013     351      218    142    218      7.3       20.0   15.3
 363458 6007156     351      218    142    218      7.3       19.5   19.0
 363458 6007295     351      218    136    218      7.3       18.9   20.1
 363458 6007431     351      218    136    218      7.3       18.3   16.1
 363458 6007563     351      218    128    218      7.3       17.8   14.5
 363458 6007691     351      218    128    218      7.3       17.4   10.3
 363458 6007816     351      218    122    218      7.3       17.0    5.5
 363458 6007939     351      218    122    218      7.3       16.7    3.7
 363458 6008061     351      218    122    218      3.7       16.6    6.7
 363458 6008183     351      218    122    218      3.7       16.5    4.8
 363676 6006712     351      218    148    218      3.7       21.3    4.5
 363676 6006860     351      218    148    218      7.3       21.4    4.4
 363676 6007009     351      218    148    218      7.3       21.2   12.5
 363676 6007157     351      218    148    218     11.0       20.7    3.9
 363676 6007305     351      218    148    218     11.0       20.2   16.4
 363676 6007450     351      218    141    218     11.0       19.6   12.5
 363676 6007591     351      218    141    218      7.3       19.0   15.3
 363676 6007728     351      218    133    218      7.3       18.5   12.0
 363676 6007861     351      218    133    218      7.3       18.2    6.9
 363676 6007995     351      218    133    218      7.3       17.9    4.1
 363676 6008125     351      218    127    218      3.7       17.7    6.5
 363676 6008253     351      218    127    218      3.7       17.7    4.6
 363895 6006608     351      218    156    218      3.7       22.3    3.8
 363895 6006765     351      218    156    218      7.3       22.7    3.8
 363895 6006921     351      218    156    218      7.3       22.8    5.4
 363895 6007077     351      218    156    218     11.0       22.6    4.2
 363895 6007234     351      218    156    218     11.0       22.2   15.6
 363895 6007390     351      218    156    218     11.0       21.6   19.6
 363895 6007546     351      218    156    218     11.0       21.0   10.7
 363895 6007698     351      218    147    218     11.0       20.4    3.7
 363895 6007846     351      218    147    218      7.3       20.0    9.6
 363895 6007990     351      218    141    218      7.3       19.7    5.1
 363895 6008131     351      218    141    218      3.7       19.5    6.8
 363895 6008272     351      218    141    218      3.7       19.5    4.7
 364113 6006755     351      218    171    218      7.3       24.4    3.8
 364113 6006926     351      218    171    218      7.3       24.7    5.4
